column,gene,median_crc_2d,rank_strongest_dependency,percentile_strongest_dependency
EBF4 (57593),EBF4,0.0660703085341717,15228.0,17.825148407987047
TAS2R40 (259286),TAS2R40,0.0660919995464311,15229.0,17.81975175391257
LRRC14 (9684),LRRC14,0.0661122619936713,15230.0,17.814355099838096
CYP7B1 (9420),CYP7B1,0.0661377139999507,15231.0,17.808958445763622
MAGEC3 (139081),MAGEC3,0.0661686459558841,15232.0,17.803561791689148
TLR4 (7099),TLR4,0.0661995850131717,15233.0,17.798165137614674
CTSB (1508),CTSB,0.0662048860291839,15234.0,17.7927684835402
ARHGAP32 (9743),ARHGAP32,0.066209085729429,15235.0,17.787371829465727
UBE3B (89910),UBE3B,0.0662310547948527,15236.0,17.781975175391263
BMPR1B (658),BMPR1B,0.0662391080507342,15237.0,17.77657852131679
CORO2B (10391),CORO2B,0.0662553630615208,15238.0,17.771181867242312
GPRC6A (222545),GPRC6A,0.0662568286432769,15239.0,17.765785213167838
ACTL7B (10880),ACTL7B,0.0662668530919537,15240.0,17.760388559093364
TMEM43 (79188),TMEM43,0.0662741310361905,15241.0,17.75499190501889
GALNT17 (64409),GALNT17,0.0663009316058067,15242.0,17.749595250944417
BLVRA (644),BLVRA,0.0663144765617403,15243.0,17.744198596869943
ZNF383 (163087),ZNF383,0.0663225211594667,15244.0,17.73880194279547
GPR55 (9290),GPR55,0.0663425404171987,15245.0,17.733405288720995
ZBTB46 (140685),ZBTB46,0.066342904927352,15246.0,17.72800863464652
CLMN (79789),CLMN,0.0663886533550134,15247.0,17.722611980572044
NEK2 (4751),NEK2,0.0663937896516177,15248.0,17.71721532649757
OR52N5 (390075),OR52N5,0.0664620588651988,15249.0,17.711818672423096
CDNF (441549),CDNF,0.0664697671237168,15250.0,17.706422018348622
C22orf31 (25770),C22orf31,0.0664732289545371,15251.0,17.701025364274148
MAN2B2 (23324),MAN2B2,0.0665096078508796,15252.0,17.695628710199674
ZNF2 (7549),ZNF2,0.0665294000965212,15253.0,17.6902320561252
RAPGEF3 (10411),RAPGEF3,0.0665607142055725,15254.0,17.684835402050723
PXT1 (222659),PXT1,0.0665762252177488,15255.0,17.67943874797625
PPM1F (9647),PPM1F,0.0665813296963258,15256.0,17.674042093901775
MAS1L (116511),MAS1L,0.0665948584192374,15257.0,17.6686454398273
GLYATL1B (100287520),GLYATL1B,0.0666220742016503,15258.0,17.663248785752838
MMP2 (4313),MMP2,0.0666359739371429,15259.0,17.657852131678364
ADAMTS17 (170691),ADAMTS17,0.0666754516029116,15260.0,17.65245547760389
CD74 (972),CD74,0.0666782942075633,15261.0,17.647058823529417
BTN2A1 (11120),BTN2A1,0.0667008956899579,15262.0,17.641662169454943
MORN2 (729967),MORN2,0.0667101625715661,15263.0,17.636265515380465
WDR11 (55717),WDR11,0.0667130930355908,15264.0,17.63086886130599
RADX (55086),RADX,0.0667226600516584,15265.0,17.625472207231518
CHCHD6 (84303),CHCHD6,0.0667330523367833,15266.0,17.620075553157044
SIGLEC6 (946),SIGLEC6,0.0667424009628018,15267.0,17.61467889908257
DAAM1 (23002),DAAM1,0.0667466547474321,15268.0,17.609282245008096
ETS1 (2113),ETS1,0.0667701591536077,15269.0,17.603885590933622
PSTPIP2 (9050),PSTPIP2,0.0668022763024449,15270.0,17.598488936859148
P4HA1 (5033),P4HA1,0.0668369103954899,15271.0,17.593092282784674
CD300LD (100131439),CD300LD,0.0668406455523202,15272.0,17.587695628710197
HAND2 (9464),HAND2,0.0668948374512436,15273.0,17.582298974635723
ADCY1 (107),ADCY1,0.0669894820953039,15274.0,17.57690232056125
MRTFB (57496),MRTFB,0.06699540951217,15275.0,17.571505666486775
TMEM181 (57583),TMEM181,0.0670121992790146,15276.0,17.5661090124123
CAV1 (857),CAV1,0.0670126879601824,15277.0,17.560712358337828
IFI27 (3429),IFI27,0.067030007526804,15278.0,17.555315704263354
CEP41 (95681),CEP41,0.06706704921541,15279.0,17.549919050188876
DCAF8L1 (139425),DCAF8L1,0.0670742582447882,15280.0,17.544522396114402
GPC3 (2719),GPC3,0.0671183138527786,15281.0,17.53912574203994
MTHFR (4524),MTHFR,0.0671568554421277,15282.0,17.533729087965465
C1QL2 (165257),C1QL2,0.0671621056887309,15283.0,17.52833243389099
ARHGAP18 (93663),ARHGAP18,0.067223309668076,15284.0,17.522935779816518
RNF148 (378925),RNF148,0.0672278395682675,15285.0,17.517539125742044
FARP2 (9855),FARP2,0.0672478046289513,15286.0,17.51214247166757
IGIP (492311),IGIP,0.0672500390060457,15287.0,17.506745817593096
ERN1 (2081),ERN1,0.0672540439584576,15288.0,17.50134916351862
SESN1 (27244),SESN1,0.067277980964357,15289.0,17.495952509444145
MPPED2 (744),MPPED2,0.0673090073869587,15290.0,17.49055585536967
MSGN1 (343930),MSGN1,0.0673238230589824,15291.0,17.485159201295197
SH3TC2 (79628),SH3TC2,0.0673464063170894,15292.0,17.479762547220723
SLC26A1 (10861),SLC26A1,0.0673694845090432,15293.0,17.47436589314625
NDNF (79625),NDNF,0.0674560239223026,15294.0,17.468969239071775
DEFB132 (400830),DEFB132,0.067473537020556,15295.0,17.4635725849973
SEC24D (9871),SEC24D,0.0674748934529811,15296.0,17.458175930922827
PTER (9317),PTER,0.067493810421053,15297.0,17.45277927684835
TMEM71 (137835),TMEM71,0.0675138792217568,15298.0,17.447382622773876
IKZF1 (10320),IKZF1,0.067579724043044,15299.0,17.441985968699402
HTR2A (3356),HTR2A,0.0675992615594926,15300.0,17.43658931462493
ZNF44 (51710),ZNF44,0.0676835454508257,15301.0,17.431192660550455
GATA4 (2626),GATA4,0.0676841986845333,15302.0,17.42579600647598
ONECUT3 (390874),ONECUT3,0.067708842011692,15303.0,17.420399352401517
PPP2R1B (5519),PPP2R1B,0.0677201235427458,15304.0,17.415002698327044
FXYD7 (53822),FXYD7,0.0677601495535064,15305.0,17.40960604425257
NAGS (162417),NAGS,0.0677694694807572,15306.0,17.404209390178092
DPP4 (1803),DPP4,0.067769855252019,15307.0,17.39881273610362
A2ML1 (144568),A2ML1,0.0677728643474283,15308.0,17.393416082029145
DNAAF11 (23639),DNAAF11,0.0677759306767961,15309.0,17.38801942795467
MMP16 (4325),MMP16,0.067791151328171,15310.0,17.382622773880197
SERTAD4 (56256),SERTAD4,0.0677947444217909,15311.0,17.377226119805723
ANKRD61 (100310846),ANKRD61,0.0677949363054171,15312.0,17.37182946573125
ZNF548 (147694),ZNF548,0.0678013644394125,15313.0,17.36643281165677
GDF6 (392255),GDF6,0.0678095716695765,15314.0,17.361036157582298
IFT27 (11020),IFT27,0.0678170503195473,15315.0,17.355639503507824
LYPLAL1 (127018),LYPLAL1,0.06782872224982,15316.0,17.35024284943335
S100Z (170591),S100Z,0.0678376389657973,15317.0,17.344846195358876
TGM3 (7053),TGM3,0.0678526974070677,15318.0,17.339449541284402
RELCH (57614),RELCH,0.0678935344143275,15319.0,17.33405288720993
ZNF35 (7584),ZNF35,0.0679101500000651,15320.0,17.328656233135455
ARMS2 (387715),ARMS2,0.0679233437549943,15321.0,17.32325957906098
RTP2 (344892),RTP2,0.0679470552052572,15322.0,17.317862924986503
SLC40A1 (30061),SLC40A1,0.0679471906982483,15323.0,17.31246627091203
RCBTB1 (55213),RCBTB1,0.0680487909918306,15324.0,17.307069616837556
ASPH (444),ASPH,0.0680652174201125,15325.0,17.30167296276308
CD99L2 (83692),CD99L2,0.0680738388432065,15326.0,17.29627630868862
KRTAP19-2 (337969),KRTAP19-2,0.0680951380676052,15327.0,17.290879654614145
MEGF10 (84466),MEGF10,0.0681150133996627,15328.0,17.28548300053967
SPDEF (25803),SPDEF,0.0681281280324825,15329.0,17.280086346465197
SP4 (6671),SP4,0.0681484314945121,15330.0,17.274689692390723
MXD1 (4084),MXD1,0.0681517626735921,15331.0,17.269293038316246
LRRC51 (120356739),LRRC51,0.0681784785491732,15332.0,17.26389638424177
SMARCA2 (6595),SMARCA2,0.0681840461197996,15333.0,17.258499730167298
NRXN3 (9369),NRXN3,0.0681982223558977,15334.0,17.253103076092824
SGCD (6444),SGCD,0.0682149914641166,15335.0,17.24770642201835
CCDC179 (100500938),CCDC179,0.0682158333219581,15336.0,17.242309767943876
DEFA4 (1669),DEFA4,0.0682189069772917,15337.0,17.236913113869402
AADACL2 (344752),AADACL2,0.0682212247596064,15338.0,17.231516459794925
ZNRF1 (84937),ZNRF1,0.068223230223073,15339.0,17.22611980572045
ITGB2 (3689),ITGB2,0.0682257360789632,15340.0,17.220723151645977
NKAIN2 (154215),NKAIN2,0.0682456031364713,15341.0,17.215326497571503
ANO7 (50636),ANO7,0.0682675934004583,15342.0,17.20992984349703
TRPV3 (162514),TRPV3,0.0682707202068046,15343.0,17.204533189422555
S1PR2 (9294),S1PR2,0.0683192183731775,15344.0,17.19913653534808
TATDN1 (83940),TATDN1,0.0683633050448374,15345.0,17.193739881273608
ASB12 (142689),ASB12,0.0683664350580248,15346.0,17.188343227199134
WDFY1 (57590),WDFY1,0.068371783992605,15347.0,17.182946573124656
SENP5 (205564),SENP5,0.068377589964398,15348.0,17.177549919050183
IFI16 (3428),IFI16,0.0683865417843612,15349.0,17.17215326497572
CCL11 (6356),CCL11,0.0684346908036655,15350.0,17.166756610901245
FLT1 (2321),FLT1,0.0684430530349844,15351.0,17.16135995682677
ERO1B (56605),ERO1B,0.0684477901129926,15352.0,17.155963302752298
NKIRAS2 (28511),NKIRAS2,0.0684593138462328,15353.0,17.150566648677824
P2RY13 (53829),P2RY13,0.0684598037047059,15354.0,17.14516999460335
LIPH (200879),LIPH,0.0684705592531578,15355.0,17.139773340528876
ASTN2 (23245),ASTN2,0.0685039891704907,15356.0,17.1343766864544
TP53TG5 (27296),TP53TG5,0.0685268432970606,15357.0,17.128980032379925
ZNF45 (7596),ZNF45,0.0685693266556687,15358.0,17.12358337830545
SYT9 (143425),SYT9,0.0686031502722735,15359.0,17.118186724230977
PRKCH (5583),PRKCH,0.0686509666482597,15360.0,17.112790070156503
TNFRSF11A (8792),TNFRSF11A,0.0686603182500247,15361.0,17.10739341608203
KERA (11081),KERA,0.0686731041244985,15362.0,17.101996762007555
SSH3 (54961),SSH3,0.068721070842301,15363.0,17.096600107933078
IRGC (56269),IRGC,0.0687444977921582,15364.0,17.091203453858604
ZNF519 (162655),ZNF519,0.0687804553818402,15365.0,17.08580679978413
PLA2G2A (5320),PLA2G2A,0.0688050073005962,15366.0,17.080410145709656
TMEM156 (80008),TMEM156,0.0688123735733078,15367.0,17.075013491635183
PTPRJ (5795),PTPRJ,0.0688496774191492,15368.0,17.06961683756071
PPP1R3F (89801),PPP1R3F,0.0688724168148583,15369.0,17.064220183486235
GHDC (84514),GHDC,0.0688747470929497,15370.0,17.05882352941176
TMEM128 (85013),TMEM128,0.0688820681351557,15371.0,17.053426875337298
TTC32 (130502),TTC32,0.0689389698553152,15372.0,17.04803022126282
OR56A3 (390083),OR56A3,0.068971485512191,15373.0,17.042633567188346
DPT (1805),DPT,0.0689812291561931,15374.0,17.037236913113873
STPG4 (285051),STPG4,0.0689959313331405,15375.0,17.0318402590394
BPGM (669),BPGM,0.0689961503141331,15376.0,17.026443604964925
EVX1 (2128),EVX1,0.0690513832821805,15377.0,17.02104695089045
TGIF2LX (90316),TGIF2LX,0.0690985259270257,15378.0,17.015650296815977
C2orf92 (728537),C2orf92,0.0691062607063454,15379.0,17.010253642741503
DIPK2A (205428),DIPK2A,0.0691511995695734,15380.0,17.00485698866703
ABCB8 (11194),ABCB8,0.0691806110142224,15381.0,16.999460334592552
GCK (2645),GCK,0.0692010925038979,15382.0,16.994063680518078
IFNA16 (3449),IFNA16,0.0692156284235225,15383.0,16.988667026443604
FGF17 (8822),FGF17,0.0692332877218377,15384.0,16.98327037236913
ZNF33A (7581),ZNF33A,0.0692347678409243,15385.0,16.977873718294656
PAFAH1B2 (5049),PAFAH1B2,0.0692363734107907,15386.0,16.972477064220183
SFXN3 (81855),SFXN3,0.0692476128240646,15387.0,16.96708041014571
NTAQ1 (55093),NTAQ1,0.0692588378906081,15388.0,16.96168375607123
ANKRD42 (338699),ANKRD42,0.0692900065393993,15389.0,16.956287101996757
ENTPD3 (956),ENTPD3,0.069308800537108,15390.0,16.950890447922283
NETO1 (81832),NETO1,0.0693232298560187,15391.0,16.94549379384781
SMIM22 (440335),SMIM22,0.0693430657910663,15392.0,16.940097139773336
EIF2AK2 (5610),EIF2AK2,0.06934608520296,15393.0,16.934700485698862
SPRY1 (10252),SPRY1,0.0693501182638626,15394.0,16.9293038316244
ACP2 (53),ACP2,0.0693783726920162,15395.0,16.923907177549925
RPS6KA6 (27330),RPS6KA6,0.0694108427613774,15396.0,16.91851052347545
IL2RA (3559),IL2RA,0.0694266299604742,15397.0,16.913113869400973
SHISA8 (440829),SHISA8,0.0694297694637465,15398.0,16.9077172153265
RAB38 (23682),RAB38,0.0694368818829546,15399.0,16.902320561252026
ZNF557 (79230),ZNF557,0.0694512710822623,15400.0,16.896923907177552
ZNF540 (163255),ZNF540,0.0694534576039372,15401.0,16.891527253103078
ADGRE3 (84658),ADGRE3,0.0694617404534269,15402.0,16.886130599028604
FKBP5 (2289),FKBP5,0.0694666492792318,15403.0,16.88073394495413
KRTAP12-3 (386683),KRTAP12-3,0.0694861009568194,15404.0,16.875337290879656
OR7D2 (162998),OR7D2,0.069545240681117,15405.0,16.869940636805183
TSBP1 (10665),TSBP1,0.0695808487088337,15406.0,16.864543982730705
SLC39A3 (29985),SLC39A3,0.0696532366657102,15407.0,16.85914732865623
SORCS2 (57537),SORCS2,0.069657870730053,15408.0,16.853750674581757
HTR1D (3352),HTR1D,0.0696895548745652,15409.0,16.848354020507283
SNX9 (51429),SNX9,0.0696971385079021,15410.0,16.84295736643281
ANKDD1B (728780),ANKDD1B,0.0697387681578802,15411.0,16.837560712358336
ZNF75D (7626),ZNF75D,0.0697403839392714,15412.0,16.832164058283862
BTN2A2 (10385),BTN2A2,0.0697551947305375,15413.0,16.826767404209384
ZNF814 (730051),ZNF814,0.0697747535975865,15414.0,16.82137075013491
MAS1 (4142),MAS1,0.0697788152888313,15415.0,16.815974096060437
ARHGDIB (397),ARHGDIB,0.0697800353598702,15416.0,16.810577441985963
RAB11FIP5 (26056),RAB11FIP5,0.0698059056563492,15417.0,16.8051807879115
PRH1 (5554),PRH1,0.0698113059144962,15418.0,16.799784133837026
KCTD20 (222658),KCTD20,0.0698204232430741,15419.0,16.794387479762552
JADE1 (79960),JADE1,0.0698483140090267,15420.0,16.788990825688078
ADGRE5 (976),ADGRE5,0.0698498274808024,15421.0,16.783594171613604
USP25 (29761),USP25,0.0699622126254915,15422.0,16.778197517539127
CFAP46 (54777),CFAP46,0.0699674549850539,15423.0,16.772800863464653
PLEKHH3 (79990),PLEKHH3,0.0700275276022799,15424.0,16.76740420939018
TMEM45A (55076),TMEM45A,0.0700423031609746,15425.0,16.762007555315705
SERPINA9 (327657),SERPINA9,0.0700517559443865,15426.0,16.75661090124123
ZNF358 (140467),ZNF358,0.0700693730012876,15427.0,16.751214247166757
WDR90 (197335),WDR90,0.0700721726716886,15428.0,16.745817593092283
REEP5 (7905),REEP5,0.0700913641506639,15429.0,16.74042093901781
GPR173 (54328),GPR173,0.0701136505281009,15430.0,16.735024284943336
SAGE1 (55511),SAGE1,0.0701162079044674,15431.0,16.72962763086886
TSPAN13 (27075),TSPAN13,0.0701356708911978,15432.0,16.724230976794384
EPHA2 (1969),EPHA2,0.0701489070514291,15433.0,16.71883432271991
FGF2 (2247),FGF2,0.0701717122085461,15434.0,16.713437668645437
ANGPT2 (285),ANGPT2,0.0701965801533306,15435.0,16.708041014570963
OR11A1 (26531),OR11A1,0.070220536072795,15436.0,16.70264436049649
TRIM36 (55521),TRIM36,0.0702306747721442,15437.0,16.697247706422015
ARRDC4 (91947),ARRDC4,0.0702389116845868,15438.0,16.691851052347538
STC2 (8614),STC2,0.070239292804901,15439.0,16.686454398273078
MAB21L1 (4081),MAB21L1,0.0702789461692958,15440.0,16.6810577441986
SYCP2L (221711),SYCP2L,0.0703282967179544,15441.0,16.675661090124127
NME7 (29922),NME7,0.0703395839446574,15442.0,16.670264436049653
CHL1 (10752),CHL1,0.0703501796074264,15443.0,16.66486778197518
CTIF (9811),CTIF,0.0703559479599717,15444.0,16.659471127900705
GPR82 (27197),GPR82,0.0703614375713483,15445.0,16.65407447382623
ERGIC3 (51614),ERGIC3,0.0703654107789637,15446.0,16.648677819751757
DDAH1 (23576),DDAH1,0.0703807312828113,15447.0,16.64328116567728
FUOM (282969),FUOM,0.0705063535336076,15448.0,16.637884511602806
BTN3A2 (11118),BTN3A2,0.07051479790097095,15449.0,16.632487857528332
SCN1A (6323),SCN1A,0.0705168095177516,15450.0,16.62709120345386
FHIP2A (57700),FHIP2A,0.0705746146049089,15451.0,16.621694549379384
FAM193A (8603),FAM193A,0.0706984320362963,15452.0,16.61629789530491
SCNN1G (6340),SCNN1G,0.0707383236809047,15453.0,16.610901241230437
SPTBN1 (6711),SPTBN1,0.0707448479139142,15454.0,16.605504587155963
MYLK3 (91807),MYLK3,0.0707609678462781,15455.0,16.60010793308149
ZFAND2B (130617),ZFAND2B,0.0707813945167204,15456.0,16.59471127900701
PCDHGB5 (56101),PCDHGB5,0.0707821481538516,15457.0,16.589314624932538
CALCR (799),CALCR,0.0707864306314703,15458.0,16.583917970858064
PKD2 (5311),PKD2,0.0707996326111043,15459.0,16.57852131678359
ADAD1 (132612),ADAD1,0.0709064353944721,15460.0,16.573124662709116
TNFRSF6B (8771),TNFRSF6B,0.0709094773551086,15461.0,16.567728008634642
JDP2 (122953),JDP2,0.0709142239868433,15462.0,16.56233135456018
KRT2 (3849),KRT2,0.0709388032635297,15463.0,16.556934700485705
HOOK3 (84376),HOOK3,0.0709410636819797,15464.0,16.55153804641123
MROH9 (80133),MROH9,0.0709633010206446,15465.0,16.546141392336754
SUCNR1 (56670),SUCNR1,0.0709888809116145,15466.0,16.54074473826228
NMUR2 (56923),NMUR2,0.0709906438047379,15467.0,16.535348084187806
GRAMD1C (54762),GRAMD1C,0.0709924692108096,15468.0,16.529951430113332
OR2AG2 (338755),OR2AG2,0.0709997728291783,15469.0,16.52455477603886
BID (637),BID,0.071016982383695,15470.0,16.519158121964384
SLC12A5 (57468),SLC12A5,0.0710571264113086,15471.0,16.51376146788991
ARRB2 (409),ARRB2,0.0710717223482082,15472.0,16.508364813815433
SLC5A10 (125206),SLC5A10,0.0710931768112237,15473.0,16.50296815974096
TBR1 (10716),TBR1,0.0711313546876976,15474.0,16.497571505666485
GRIPAP1 (56850),GRIPAP1,0.0711854525876106,15475.0,16.49217485159201
ACO1 (48),ACO1,0.0711991324255626,15476.0,16.486778197517538
SLC35C2 (51006),SLC35C2,0.0712050796347099,15477.0,16.481381543443064
VRK2 (7444),VRK2,0.07122876795354,15478.0,16.47598488936859
SGSM2 (9905),SGSM2,0.0712834592635758,15479.0,16.470588235294116
OCIAD2 (132299),OCIAD2,0.0712858812727905,15480.0,16.465191581219642
OTULINL (54491),OTULINL,0.0713258486622019,15481.0,16.459794927145165
CCDC126 (90693),CCDC126,0.0713579807957121,15482.0,16.45439827307069
DMGDH (29958),DMGDH,0.071371032016118,15483.0,16.449001618996217
NPY5R (4889),NPY5R,0.071371901097954,15484.0,16.443604964921743
SPX (80763),SPX,0.0714124639761377,15485.0,16.43820831084728
CASP5 (838),CASP5,0.0714187377204335,15486.0,16.432811656772806
S100G (795),S100G,0.0714253568188357,15487.0,16.427415002698332
LRP10 (26020),LRP10,0.0714400039893412,15488.0,16.42201834862386
TNFRSF13C (115650),TNFRSF13C,0.0715160657977922,15489.0,16.416621694549384
HRCT1 (646962),HRCT1,0.071521905837956,15490.0,16.411225040474907
STON1 (11037),STON1,0.0715327343878852,15491.0,16.405828386400433
VIM (7431),VIM,0.0715800865885274,15492.0,16.40043173232596
SPHKAP (80309),SPHKAP,0.0716246699263088,15493.0,16.395035078251485
MAGEE1 (57692),MAGEE1,0.0716347834997512,15494.0,16.38963842417701
RGS7 (6000),RGS7,0.0716479450436557,15495.0,16.384241770102538
GPRC5D (55507),GPRC5D,0.0716993608867047,15496.0,16.378845116028064
OPCML (4978),OPCML,0.0717390506686476,15497.0,16.373448461953586
KIAA0753 (9851),KIAA0753,0.0717933693337334,15498.0,16.368051807879112
TP53AIP1 (63970),TP53AIP1,0.0718229982204293,15499.0,16.36265515380464
NLRP7 (199713),NLRP7,0.0718277686615158,15500.0,16.357258499730165
ATP5MJ (9556),ATP5MJ,0.071847526578526,15501.0,16.35186184565569
F8 (2157),F8,0.0718707458732169,15502.0,16.346465191581217
FAM83G (644815),FAM83G,0.0718742809752258,15503.0,16.341068537506743
MAGEC1 (9947),MAGEC1,0.07188242237052606,15504.0,16.33567188343227
TAP2 (6891),TAP2,0.0719019344645063,15505.0,16.330275229357795
FHIT (2272),FHIT,0.0719331851583205,15506.0,16.324878575283318
ZNF23 (7571),ZNF23,0.0720071172131998,15507.0,16.319481921208855
ZNF584 (201514),ZNF584,0.0720112225093696,15508.0,16.31408526713438
DESI2 (51029),DESI2,0.0721082381390506,15509.0,16.308688613059907
RETREG1 (54463),RETREG1,0.0721131222723068,15510.0,16.303291958985433
RC3H2 (54542),RC3H2,0.0721376756233311,15511.0,16.29789530491096
PTK2B (2185),PTK2B,0.0722623885610578,15512.0,16.292498650836485
RHOBTB3 (22836),RHOBTB3,0.0722634461882606,15513.0,16.28710199676201
TTBK2 (146057),TTBK2,0.0723115394675677,15514.0,16.281705342687538
PCSK2 (5126),PCSK2,0.0724045762532573,15515.0,16.27630868861306
EMP1 (2012),EMP1,0.0724137024418838,15516.0,16.270912034538586
TRAF3IP2 (10758),TRAF3IP2,0.0724322951774303,15517.0,16.265515380464112
SLC6A14 (11254),SLC6A14,0.0724410784392883,15518.0,16.26011872638964
ASGR1 (432),ASGR1,0.0725699427339999,15519.0,16.254722072315165
ZNF552 (79818),ZNF552,0.0725732943835655,15520.0,16.24932541824069
CYP3A4 (1576),CYP3A4,0.0725889464391674,15521.0,16.243928764166217
TNFSF10 (8743),TNFSF10,0.0725969350299724,15522.0,16.23853211009174
KCNB2 (9312),KCNB2,0.0726383759775503,15523.0,16.233135456017266
ZNF443 (10224),ZNF443,0.0726608959326295,15524.0,16.22773880194279
ZNF81 (347344),ZNF81,0.0726746359446341,15525.0,16.222342147868318
GSX1 (219409),GSX1,0.0727181353481916,15526.0,16.216945493793844
FAT1 (2195),FAT1,0.0727487743693348,15527.0,16.21154883971937
ARK2C (494470),ARK2C,0.0727656816645328,15528.0,16.206152185644896
RGL3 (57139),RGL3,0.0727723093232162,15529.0,16.200755531570422
TIMP1 (7076),TIMP1,0.0727762100291648,15530.0,16.19535887749596
ICAM2 (3384),ICAM2,0.0727812559428381,15531.0,16.18996222342148
FAM174B (400451),FAM174B,0.0727864416613396,15532.0,16.184565569347008
ARAF (369),ARAF,0.072801313928576,15533.0,16.179168915272534
RASSF3 (283349),RASSF3,0.072820172073378,15534.0,16.17377226119806
TIMM21 (29090),TIMM21,0.0728306366913125,15535.0,16.168375607123586
SNRK (54861),SNRK,0.0728330827861258,15536.0,16.162978953049112
CLCN4 (1183),CLCN4,0.072834298572532,15537.0,16.15758229897464
ABHD17B (51104),ABHD17B,0.0728373369420365,15538.0,16.152185644900165
NIPSNAP3A (25934),NIPSNAP3A,0.0728510664419939,15539.0,16.14678899082569
IER5 (51278),IER5,0.0729415194613744,15540.0,16.141392336751213
KRTAP1-4 (728255),KRTAP1-4,0.0729943614220886,15541.0,16.13599568267674
C4BPA (722),C4BPA,0.073015419874806,15542.0,16.130599028602266
DKK2 (27123),DKK2,0.0730305868387825,15543.0,16.12520237452779
SLC30A10 (55532),SLC30A10,0.0730838205441623,15544.0,16.119805720453318
CNTD1 (124817),CNTD1,0.0731524748042287,15545.0,16.114409066378844
MVP (9961),MVP,0.0731683994350042,15546.0,16.10901241230437
CAB39L (81617),CAB39L,0.0731948914433993,15547.0,16.103615758229893
SH3BGR (6450),SH3BGR,0.07320990904481131,15548.0,16.09821910415542
PIANP (196500),PIANP,0.0732176927793207,15549.0,16.092822450080945
TMEM170A (124491),TMEM170A,0.0732297200186314,15550.0,16.08742579600647
C5orf63 (401207),C5orf63,0.073234143576077,15551.0,16.082029141931997
OR2H2 (7932),OR2H2,0.0732555139867883,15552.0,16.076632487857523
UBASH3B (84959),UBASH3B,0.0732780050166188,15553.0,16.07123583378306
HELLS (3070),HELLS,0.073291187247111,15554.0,16.065839179708586
CKB (1152),CKB,0.0733006954866442,15555.0,16.060442525634112
CST5 (1473),CST5,0.073308006779137,15556.0,16.055045871559635
DPPA4 (55211),DPPA4,0.073364917484957,15557.0,16.04964921748516
GNG11 (2791),GNG11,0.073382301072619,15558.0,16.044252563410687
GNGT2 (2793),GNGT2,0.0733967729460358,15559.0,16.038855909336213
AOPEP (84909),AOPEP,0.0734103390247597,15560.0,16.03345925526174
VCF1 (84923),VCF1,0.0734333164457491,15561.0,16.028062601187266
ERF (2077),ERF,0.0734817739616457,15562.0,16.02266594711279
SLC35D3 (340146),SLC35D3,0.0734829693940651,15563.0,16.017269293038318
CRADD (8738),CRADD,0.0734906462108821,15564.0,16.011872638963844
LDHAL6B (92483),LDHAL6B,0.0735314422285054,15565.0,16.006475984889367
SIGIRR (59307),SIGIRR,0.0735329119359455,15566.0,16.001079330814893
DHRS7C (201140),DHRS7C,0.0735567375148197,15567.0,15.995682676740419
CLDN2 (9075),CLDN2,0.073581363967358,15568.0,15.990286022665945
HAO1 (54363),HAO1,0.0735984783467642,15569.0,15.984889368591471
POPDC1 (11149),POPDC1,0.0736399225470821,15570.0,15.979492714516997
SLC36A2 (153201),SLC36A2,0.0736608629372076,15571.0,15.974096060442522
PNLIPRP3 (119548),PNLIPRP3,0.0736860035004326,15572.0,15.968699406368048
CST9L (128821),CST9L,0.0737047004571707,15573.0,15.963302752293574
DCBLD2 (131566),DCBLD2,0.0737049105070503,15574.0,15.957906098219098
CEP295NL (100653515),CEP295NL,0.0737115737454743,15575.0,15.952509444144635
TFCP2 (7024),TFCP2,0.0737769920025946,15576.0,15.947112790070161
NALCN (259232),NALCN,0.0737998732073356,15577.0,15.941716135995687
LDLRAD4 (753),LDLRAD4,0.0738021276636395,15578.0,15.936319481921213
HEPACAM (220296),HEPACAM,0.0738476112913952,15579.0,15.93092282784674
GPR156 (165829),GPR156,0.0738596262159896,15580.0,15.925526173772264
ETFRF1 (144363),ETFRF1,0.0738748603960737,15581.0,15.92012951969779
LMOD2 (442721),LMOD2,0.0739058134804208,15582.0,15.914732865623316
TAAR6 (319100),TAAR6,0.0739176661490283,15583.0,15.90933621154884
KRTAP22-1 (337979),KRTAP22-1,0.0739256815406319,15584.0,15.903939557474366
PCSK4 (54760),PCSK4,0.0739305321174533,15585.0,15.898542903399893
PLEKHH2 (130271),PLEKHH2,0.0739346125470439,15586.0,15.893146249325419
GSTA4 (2941),GSTA4,0.0739444146093585,15587.0,15.887749595250945
SMIM2 (79024),SMIM2,0.0739754807702474,15588.0,15.88235294117647
HDAC6 (10013),HDAC6,0.0739945834394223,15589.0,15.876956287101995
DMRT3 (58524),DMRT3,0.0740107845986879,15590.0,15.871559633027521
PDXP (57026),PDXP,0.074055062990636,15591.0,15.866162978953046
NUDT9 (53343),NUDT9,0.0740680999421848,15592.0,15.860766324878572
ARFIP2 (23647),ARFIP2,0.0741020836921067,15593.0,15.855369670804098
SPAM1 (6677),SPAM1,0.0741119997877487,15594.0,15.849973016729624
SUSD3 (203328),SUSD3,0.0741184328743831,15595.0,15.84457636265515
DNAJB14 (79982),DNAJB14,0.074128849277248,15596.0,15.839179708580675
CYP7A1 (1581),CYP7A1,0.0741406571222975,15597.0,15.8337830545062
